,Country,Region,HPI,HPIRank,Year,Code,Internet,LifeExpect,GovHealth,PriHealth,PPP,PopDensity,UnEmployment,WomenParliamant,LaborForceFemale,SocialSupport,FreedomToChoice,Corruption
307,Myanmar,5a,51.23,39,2016,MMR,25.07330424,66.205,58.47686393,215.3562456,5709.871361,81.22316715,1.175999999,9.9,40.95979625,0.793461978,0.877491176,0.607286572
308,Burundi,4b,21.84,139,2016,BDI,5.173626777,60.528,14.63780938,16.21082373,743.9035976,408.4111371,1.565999985,36.4,51.98015629,NA,NA,NA
309,Cambodia,6c,42.34,80,2016,KHM,32.39845171,68.977,49.84418234,135.41283,3742.958793,89.31731815,1.131000042,20.3,48.45381413,0.745901227,0.957821488,0.840416849
310,Cameroon,4c,27.22,126,2016,CMR,23.20297197,58.063,22.57469826,130.9152143,3546.54456,50.61568192,3.470999956,31.1,46.99874183,0.659299791,0.71250701,0.87945056
311,Canada,2b,39.4,89,2016,CAN,91.16,82.1422439,3465.303191,1252.993626,45011.64317,3.970907493,6.999000072,26,47.16459801,0.924392521,0.912423909,0.385090441
312,Central African Republic,4a,22.88,137,2016,CAF,4,51.593,4.44480675,13.21744949,789.1651917,7.283840573,6.646999836,7.2,45.68669913,0.29018417,0.624056518,0.859073043
313,Chad,4b,34.27,109,2016,TCD,5,53.438,17.91702231,63.19070473,2012.817316,11.56422014,2.417000055,14.9,45.63135588,0.616204858,0.525222123,0.819788873
314,Chile,1b,49.72,46,2016,CHL,83.55858602,79.779,1170.558087,831.3932088,22874.14942,24.48995771,6.737999916,15.8,41.4773896,0.841388166,0.652289748,0.858124971
315,China,6a,57.11,20,2016,CHN,53.2,76.21,441.7791879,319.6963683,15513.27304,146.8506776,4.5,23.6,43.96958987,0.741703033,NA,NA
316,Colombia,1b,66.1,6,2016,COL,58.13649357,76.732,526.243197,301.6875508,14259.6093,43.41720775,8.692000389,19.9,43.17481893,0.88190037,0.834966123,0.897553861
317,"Congo, Rep.",4a,32.43,112,2016,COG,8.121949323,63.556,111.3072743,143.3292056,5833.995644,14.58564861,9.708999634,7.4,48.70727315,NA,NA,NA
318,"Congo, Dem. Rep.",4a,29.04,120,2016,COD,6.20997406,59.655,4.22598152,15.29659136,868.6133562,34.75403145,4.295000076,8.9,48.36755558,NA,NA,NA
319,Costa Rica,1a,76.12,1,2016,CRI,65.88044919,79.738,933.3827179,311.0552292,16278.6019,95.9527027,8.597999573,33.3,38.00819099,0.900701284,0.872971952,0.780562043
320,Croatia,7b,47.23,60,2016,HRV,72.69726967,78.02195122,1334.266239,370.9413797,24524.48405,74.59522873,13.10299969,12.6,46.42675767,0.798332155,0.671970546,0.884059787
321,Cuba,1a,65.68,7,2016,CUB,42.97867519,78.607,2202.083076,253.3319491,..,108.9704768,2.361999989,48.9,37.97914662,NA,NA,NA
322,Cyprus,2e,46.19,62,2016,CYP,75.9002054,80.513,958.3230889,1286.050316,33682.47908,126.6436147,12.94999981,17.9,46.18503263,0.786438465,0.756220996,0.897639513
323,Czech Republic,7b,38.31,92,2016,CZE,76.4811987,79.02682927,2034.376144,450.2573847,35230.52246,136.8341362,3.950999975,20,44.36291731,0.930592895,0.850328267,0.900430739
324,Denmark,2d,35.47,105,2016,DNK,96.96778525,80.85365854,4284.338081,808.6422276,50694.19219,136.4136699,6.181000233,37.4,47.38111267,0.954451501,0.948230565,0.209893376
325,Djibouti,4b,40.44,87,2016,DJI,13.13491511,65.064,55.87260999,32.22941949,..,40.0824849,11.04599953,12.7,40.91307755,NA,NA,NA
326,Dominican Republic,1a,71.78,2,2016,DOM,63.87086474,73.471,428.3612641,502.6750864,15613.14817,215.2296212,7.28399992,26.8,39.65385569,0.894753456,0.872712433,0.737182975
327,Ecuador,1b,55.46,25,2016,ECU,54.06292473,76.365,482.6765865,456.7514447,11222.07849,66.40004429,4.597000122,41.6,41.03032257,0.842352092,0.846336305,0.774084151
328,Egypt,3a,60.32,12,2016,EGY,41.24806709,71.482,151.2854739,359.7736554,11294.24924,94.87877041,12.40699959,14.9,23.72247424,0.809218585,0.655845225,0.817527413
329,El Salvador,1a,61.46,8,2016,SLV,28.99707305,72.644,386.5069577,199.4996894,7686.02636,306.7636583,4.418000221,32.1,42.18805523,0.793659985,0.799847007,0.797312021
330,Estonia,7b,26.42,131,2016,EST,87.24023275,77.64146341,1498.996285,484.237977,30897.54691,30.2689211,6.762000084,23.8,48.43364232,0.937715113,0.842770696,0.639085293
331,Ethiopia,4b,28.1,124,2016,ETH,15.36692386,65.482,19.20043917,39.67387872,1746.16277,103.603501,1.934999943,38.8,46.39770191,0.718718708,0.744307697,0.702880859
332,Finland,2d,47.23,59,2016,FIN,87.70364996,81.42926829,3181.087515,930.9072969,43729.96449,18.08200783,8.81799984,41.5,48.05663056,0.953940451,0.948372185,0.249659568
333,France,2c,43.86,71,2016,FRA,79.26981132,82.52439024,3964.318768,817.9613763,42047.28724,122.1055871,10.05700016,26.2,47.69189613,0.884922922,0.786780477,0.622697055
334,Georgia,7a,43.6,72,2016,GEO,58.45928961,73.207,291.382086,487.7724976,9993.515121,65.21405578,13.97000027,..,45.633227,0.533412278,0.606468379,0.560924053
335,Germany,2c,48.07,51,2016,DEU,84.16520664,80.9902439,4625.846979,837.4836729,49921.33062,235.7129294,4.122000217,36.5,46.44129957,0.906029284,0.870515049,0.445922136
336,Ghana,4c,37.1,100,2016,GHA,34.66600065,63.124,72.63578379,92.5160998,4135.645001,125.1733585,6.767000198,10.9,46.70493301,0.647303164,0.75116837,0.893955231
337,Greece,2e,37.58,97,2016,GRC,69.08791547,81.38780488,1373.510714,881.8947073,27273.93458,83.5994647,23.53899956,19.7,44.10967554,0.802605867,0.481616855,0.898470819
338,Guatemala,1a,68.37,4,2016,GTM,34.50932609,73.541,172.0821804,286.0211041,7955.320011,154.7504666,2.825999975,13.9,34.06671481,0.811235487,0.862675726,0.812030017
339,Guinea,4c,30.25,116,2016,GIN,9.8,60.17,13.24843984,65.13878986,2167.247349,47.77161403,3.667999983,21.9,53.25322096,0.675447047,0.725685179,0.802781165
340,Guyana,1a,45.63,63,2016,GUY,35.66,69.454,196.0625568,116.949164,7864.890612,3.918547117,12.3380003,30.4,35.79101671,NA,NA,NA
341,Haiti,1a,50.84,42,2016,HTI,12.23260161,62.896,14.63664501,44.17138363,1787.159285,393.3225689,13.64700031,0,47.86101109,0.58374244,0.303540409,0.838523149
342,Honduras,1a,60.99,10,2016,HND,29.5,74.701,183.7891432,203.9391283,4683.126696,82.85633211,4.668000221,25.8,36.29338683,0.773909986,0.850046694,0.792875171
343,Hong Kong,6b,41.6,84,2016,HKG,87.47941467,84.22682927,..,..,58755.30806,6987.238095,3.390000105,..,48.77694414,0.83207792,0.799743414,0.40281257
344,Hungary,7b,38.86,90,2016,HUN,79.25941213,76.06341463,1293.004993,670.1576374,26851.62497,108.4063073,5.114999771,10.1,45.67935385,0.899511576,0.55395174,0.924185812
345,Iceland,2d,38.14,94,2016,ISL,98.2400163,82.20487805,3460.192001,784.9169873,52582.29385,3.346024938,2.977999926,47.6,47.10421929,0.984940052,0.951609552,0.719299555
346,India,5a,53.03,35,2016,IND,22,68.897,61.40124602,177.609652,6634.844635,445.4843414,2.730000019,12,21.89140905,0.613529384,0.820068777,0.764722109
347,Indonesia,6c,58.92,16,2016,IDN,25.4473537,71.035,162.2488207,198.9237161,11604.52525,144.3798617,4.301000118,17.1,38.3672762,0.791830599,0.82994163,0.889677405
348,Iran,3b,42.08,81,2016,IRN,53.22677167,76.047,852.6425075,710.5067354,20150.32226,48.84944129,12.43000031,5.9,19.11471759,0.566281199,0.773303747,0.712782621
349,Ireland,2c,42.62,78,2016,IRL,85.01113212,81.70487805,3819.277009,1480.197369,70522.22592,69.0279431,8.366000175,22.2,45.38124892,0.958144009,0.874589145,0.398544312
350,Israel,3b,44.49,67,2016,ISR,79.65312418,82.40731707,1776.91843,1022.648599,37513.39164,394.9168207,4.797999859,26.7,47.18561863,0.889660776,0.772297323,0.804056585
351,Italy,2e,44.02,69,2016,ITA,61.32425277,83.24390244,2552.116957,875.1895095,39045.16817,206.1178282,11.68799973,31,42.12283519,0.927212834,0.623741627,0.902801216
352,Jamaica,1a,70.09,3,2016,JAM,44.36685637,74.175,324.4016048,205.0702433,8761.976598,268.3506925,13.19200039,17.5,45.59100284,NA,NA,NA
353,Japan,6b,43.25,75,2016,JPN,93.18272128,83.98487805,3838.612193,753.8160156,41118.07804,348.350096,3.099999905,9.5,43.10936216,0.899773836,0.836064637,0.697639346
354,Jordan,3b,54.59,26,2016,JOR,62.30219257,74.184,312.8149638,153.7300172,8983.166342,107.5857964,15.27499962,15.4,17.59769339,0.819944739,0.771350622,NA
355,Kazakhstan,7a,38.54,91,2016,KAZ,74.58772647,72.3,504.871363,343.8195242,25314.86554,6.591123088,4.960000038,27.1,48.51973004,0.927810669,0.782805562,0.702016652
356,Kenya,4b,27.77,125,2016,KEN,16.6,65.393,51.92943105,63.68400821,3121.830489,86.18562392,9.62899971,19.7,48.53409709,0.70592159,0.748508275,0.828411579
357,"Korea, Rep.",6b,44.43,68,2016,KOR,92.84302568,82.27560976,1604.125979,1107.612278,37142.8329,525.6562786,3.700000048,17,41.79994328,0.811163485,0.590956032,0.861816347
358,Kuwait,3b,27.04,128,2016,KWT,78.36738376,75.224,2432.151924,467.1083137,75689.27575,222.0467452,2.160000086,1.5,30.25839424,0.845222056,0.840967178,NA
359,Kyrgyzstan,7a,47.09,61,2016,KGZ,37,70.95121951,93.94284731,138.364262,3567.812684,31.69708029,7.210000038,19.2,40.25364183,0.914375484,0.813939214,0.916922808
360,Laos,6c,57.34,19,2016,LAO,21.87,66.924,50.10158282,76.51000886,6473.230549,29.66137782,0.647000015,27.5,49.22842625,NA,NA,NA
361,Latvia,7b,36.67,101,2016,LVA,79.84209778,74.5804878,868.4896762,721.2023685,25839.91236,31.51394339,9.642999649,18,50.15220768,0.917073965,0.685299277,0.867639601
362,Lebanon,3b,33.56,110,2016,LBN,76.11,78.8,598.1547132,539.5819791,12693.56418,656.0235582,6.263000011,3.1,24.79047036,0.827885926,0.657357454,0.853114486
363,Lithuania,7b,40.9,86,2016,LTU,74.37664556,74.67073171,1297.791521,661.0049975,30299.91893,45.78766499,7.861999989,21.3,50.56277132,0.937873363,0.614239335,0.949392676
364,Luxembourg,2c,28.47,122,2016,LUX,98.13669867,82.68536585,5176.175831,1123.62757,105082.0735,239.5119342,6.290999889,28.3,44.98094298,0.941260576,0.882365346,0.356336325
365,Macedonia,7b,32.66,111,2016,MKD,72.15681447,75.498,594.0697172,333.7234686,14813.35745,82.50376685,23.72400093,33.3,38.74757191,0.871212244,0.706179321,0.869719028
366,Madagascar,4a,31.54,113,2016,MDG,4.713662899,65.931,43.09232818,24.67220256,1507.942283,42.78855277,1.754999995,20.5,48.81487938,0.746496975,0.569645405,0.864171147
367,Malawi,4a,34.47,107,2016,MWI,11.47,62.681,32.2993265,20.95317939,1230.416571,182.491398,5.711999893,16.7,48.54454194,0.524299622,0.809884131,0.823615015
368,Malaysia,6c,54.05,33,2016,MYS,78.78830993,75.649,531.2369757,521.0930442,28185.53904,93.39462487,3.440000057,10.4,38.18134834,NA,NA,NA
369,Mali,4c,25.77,132,2016,MLI,11.11218649,57.987,25.65268618,29.41097664,2131.589703,14.72346848,9.729999542,8.8,43.77553924,0.836254537,0.696007371,0.862326682
370,Malta,2e,50.36,44,2016,MLT,78.0751488,82.45365854,2215.907753,1295.225113,38338.88418,1422.9875,4.702000141,12.9,38.93063259,0.930369377,0.916023612,0.696494639
371,Mauritania,4c,38.21,93,2016,MRT,18,64.208,60.0779606,90.37925763,3984.21489,4.039520714,10.37800026,25.2,31.50717092,0.784826875,0.466561466,0.841835141
372,Mexico,1a,55.58,23,2016,MEX,59.540446,74.917,506.7853874,465.0372286,18781.84292,63.44472646,3.858999968,42.4,37.23667759,0.893492579,0.751613081,0.808579445
373,Moldova,7b,54.08,32,2016,MDA,70.99999911,71.617,234.3851192,228.1794457,6424.371219,123.7312851,4.184999943,21.8,49.16534582,0.83732146,0.557369471,0.969482958
374,Mongolia,7a,34.95,106,2016,MNG,22.2657705,69.321,264.504112,183.9611648,12140.84709,1.967326013,7.235000134,17.1,45.39308004,0.947489381,0.759740949,0.900452137
375,Morocco,3a,56.75,21,2016,MAR,58.27123642,75.974,218.2078554,244.4589699,7890.997167,78.70557024,9.300000191,20.5,24.57385001,0.655409336,0.816556096,0.717356145
376,Mozambique,4a,24.61,133,2016,MOZ,17.52123909,58.309,32.88270029,5.2684097,1260.873756,35.38994125,3.381000042,39.6,52.21145347,NA,NA,NA
377,Namibia,4a,21.1,140,2016,NAM,31.03334594,62.625,599.9235706,301.5046314,11200.42788,2.864168155,23.35199928,41.3,48.32795803,NA,NA,NA
378,Nepal,5a,51.91,37,2016,NPL,19.68876384,69.848,28.97846958,108.7304354,2641.971128,190.1718242,1.425999999,29.6,55.65787874,0.837043643,0.839488447,0.81711489
379,Netherlands,2c,50.6,43,2016,NLD,90.4109589,81.56097561,4252.272305,998.9692732,51338.57326,505.500564,6.006000042,37.3,46.07006686,0.925944209,0.907310009,0.43330425
380,New Zealand,2a,36.21,103,2016,NZL,88.47018635,81.61243902,2882.448065,782.2734809,39122.54213,17.82385781,5.099999905,31.4,47.36583225,0.93660289,0.926576018,0.278270781
381,Nicaragua,1a,60.54,11,2016,NIC,24.57183396,73.86,297.2571509,164.9746441,5400.217904,52.38469337,4.340000153,41.3,38.85910452,0.852702439,0.716534257,0.731464922
382,Niger,4c,26.94,129,2016,NER,4.32275803,61.137,14.92068204,38.54980856,984.6831336,16.41180864,0.31099999,14.6,43.19017092,0.682828248,0.701927304,0.814493895
383,Nigeria,4c,30.35,115,2016,NGA,25.67,53.541,27.83837851,163.8763314,5882.98734,204.1791989,6.236999989,5.6,45.37145403,0.804766953,0.797690511,0.904706836
384,Norway,2d,40.36,88,2016,NOR,97.29820367,82.40731707,5281.014248,922.4404549,58138.43771,14.3363165,4.678999901,39.6,47.08427311,0.959742844,0.954352319,0.409666121
385,Pakistan,5a,55.56,24,2016,PAK,12.38544676,66.77,40.20753652,98.02987527,4975.654395,264.1491335,3.440000057,20.6,21.8531731,0.626921296,0.634182811,0.79253006
386,Palestine,3b,47.73,56,2016,PSE,61.17838483,73.589,..,..,4967.187882,725.4299003,26.88999939,..,20.96180872,0.817770958,0.607669413,0.812464654
387,Panama,1a,57.37,18,2016,PAN,54,77.964,1148.233139,589.2976739,23195.81113,54.30559591,3.315000057,18.3,39.35339935,0.882460237,0.884479761,0.836976767
388,Paraguay,1b,47.8,55,2016,PRY,53.40412748,73.836,396.3444095,371.0391741,12287.98588,17.05983388,5.255000114,15,39.39895558,0.93986696,0.853534281,0.756116271
389,Peru,1b,54.37,28,2016,PER,45.46174069,76.044,436.3432918,242.7983641,13404.22221,24.1609625,3.535000086,27.7,45.8395623,0.802856445,0.829843879,0.86591959
390,Philippines,6c,59.02,14,2016,PHL,55.5,70.802,107.9739423,226.8421988,7784.136699,347.6671932,2.707999945,29.8,39.24063643,0.821298718,0.907595754,0.791962206
391,Poland,7b,42.75,77,2016,POL,73.3007041,77.85121951,1243.745968,537.4788096,27735.35085,124.008253,6.160999775,27.4,44.84152479,0.91739881,0.870707512,0.847753942
392,Portugal,2e,37.46,98,2016,PRT,70.42356709,81.12439024,1843.592389,934.8231973,31042.00577,112.7163894,11.06599998,34.8,48.79668303,0.90463537,0.83806932,0.922192395
393,Romania,7b,43.89,70,2016,ROU,59.50395129,75.3097561,900.8615709,251.3138783,23868.0692,85.63252782,5.901000023,13.7,43.00724664,0.809229195,0.8217206,0.949044526
394,Russia,7c,34.47,108,2016,RUS,73.09143462,71.65121951,757.0326535,572.2597665,24072.27793,8.813796287,5.559000015,12.7,48.49730475,0.910927355,0.713606298,0.925462723
395,Rwanda,4b,29.59,119,2016,RWA,20,67.93,44.17489463,20.23966171,1978.270386,472.9962708,1.034999967,63.8,51.58561631,0.665130913,0.910736382,0.158601388
396,Saudi Arabia,3b,59.7,13,2016,SAU,74.87927469,74.761,2113.526818,1003.706709,54159.80176,15.09174439,5.650000095,19.9,16.80991398,0.889932334,0.774267733,NA
397,Senegal,4c,38.03,96,2016,SEN,25.66476804,67.078,48.97857369,83.95514346,3351.536617,77.87632057,6.612999916,42.7,39.87826014,0.838994384,0.743729651,0.794353724
398,Sierra Leone,4c,23.08,136,2016,SLE,11.77318438,53.444,27.26616002,116.7347002,1486.044852,101.5355777,4.710000038,12.4,49.80172606,0.656723499,0.681202114,0.863264859
399,Singapore,6b,48.24,49,2016,SGP,84.45226789,82.84634146,2226.672489,1857.079194,91452.04273,7908.720563,4.079999924,23.8,42.04378034,0.925128222,0.903735638,0.047311153
400,Slovakia,7b,43.52,73,2016,SVK,80.47585728,77.16585366,1734.239945,437.9203913,30895.98943,112.9533694,9.670000076,20,45.4608415,0.945179105,0.700098515,0.916609168
401,Slovenia,7b,44.53,66,2016,SVN,75.49850426,81.17560976,2003.982393,768.2473823,33183.99737,102.5241808,8,36.7,46.48586868,0.934487343,0.903551102,0.838474393
402,South Africa,4a,29.69,118,2016,ZAF,54,63.153,575.6260377,474.2963664,13247.65048,46.33098451,26.5510006,41.8,44.68054593,0.875389755,0.774136424,0.812858999
403,Spain,2e,43.19,76,2016,ESP,80.56133294,83.32926829,2322.217407,937.5853687,36715.84531,93.04827901,19.63500023,39.1,46.22035817,0.941736817,0.768173754,0.818558574
404,Sri Lanka,5a,56.55,22,2016,LKA,16.4,76.482,211.7993926,274.3153532,12359.34586,338.1119439,4.369999886,5.8,34.47455245,NA,NA,NA
405,Sudan,4b,28.55,121,2016,SDN,14.09999994,64.663,58.03878453,233.2184715,4703.856808,..,13.00899982,30.5,26.07413243,NA,NA,NA
406,Sweden,2d,47.99,53,2016,SWE,89.65094761,82.30731707,4498.216372,888.5176515,49084.06554,24.36248803,6.989999771,43.6,47.65389584,0.912060678,0.918036401,0.246182442
407,Switzerland,2c,48.05,52,2016,CHE,89.13468774,83.60243902,4939.04205,2928.254977,64215.86026,211.8974034,4.918000221,32,46.58192122,0.927628279,0.933947086,0.301562965
408,Syria,3b,51.32,38,2016,SYR,31.86962727,70.315,..,..,..,95.0494636,8.253000259,13.2,14.56888319,NA,NA,NA
409,Tajikistan,7a,53.48,34,2016,TJK,20.47,70.397,59.63094562,138.2170759,3006.511141,62.42221342,10.98900032,19,32.29755906,0.856656969,0.703026891,0.631887853
410,Tanzania,4b,17.79,142,2016,TZA,13,63.844,45.49038794,25.71150746,2926.328043,59.89025739,2.095000029,36.6,48.27404013,0.63775593,0.77548492,0.739247262
411,Thailand,6c,50.9,41,2016,THA,47.50496562,76.403,496.1758527,137.3695892,16961.26557,135.0023117,0.688000023,6.1,45.64831114,0.907543659,0.924145699,0.877978384
412,Togo,4c,23.28,135,2016,TGO,11.31,60.22,20.02896912,59.17003843,1620.703081,138.0759698,1.654000044,17.6,49.54809417,0.509440958,0.730286777,0.815044165
413,Trinidad and Tobago,1a,54.21,30,2016,TTO,73.29694122,73.1,1151.147231,1027.703639,31588.43864,268.5309942,2.971999884,31,42.47125075,NA,NA,NA
414,Tunisia,3a,54.31,29,2016,TUN,49.59999484,76.115,456.6804264,349.1396926,11743.4899,72.75969361,15.51399994,31.3,26.71694662,0.701822102,0.614438355,0.810745656
415,Turkey,3b,41.7,83,2016,TUR,58.34773401,76.86,854.4275574,234.8174678,26150.3998,103.7144134,10.83899975,14.9,32.2600446,0.879994631,0.64414674,0.763706565
416,Uganda,4b,30.21,117,2016,UGA,21.87617046,61.986,19.3916392,50.4333977,1908.300268,197.723449,1.792000055,33.5,49.0102698,0.753540218,0.739409745,0.811069787
417,Ukraine,7c,38.07,95,2016,UKR,53,71.47634146,226.5587147,303.2012204,8289.707288,77.68931796,9.350000381,12,47.35278704,0.884961367,0.5025419,0.891075134
418,United Arab Emirates,3b,28.16,123,2016,ARE,90.60000732,77.47,1845.41311,700.7744936,72386.09047,131.8076598,1.636000037,22.5,16.14014664,0.849379838,0.949119508,NA
419,United Kingdom,2c,43.31,74,2016,GBR,94.77580063,81.15609756,3351.66708,825.7281884,42977.22065,271.134481,4.813000202,29.6,46.51032142,0.954068184,0.821192145,0.458313286
420,United States,2b,30.73,114,2016,USA,85.54442129,78.53902439,8077.925836,1791.816543,57904.20196,35.31830199,4.868999958,19.4,45.86297488,0.896751285,0.757893085,0.738919556
421,Uruguay,1c,37.24,99,2016,URY,66.4,77.498,1404.406521,553.7416474,21820.25901,19.56423266,7.84100008,16.2,45.41331941,0.900380909,0.886371911,0.676212788
422,Uzbekistan,7a,50.07,45,2016,UZB,46.79128694,71.171,192.308295,219.6720487,6348.102008,74.86577339,5.159999847,16,41.47078131,0.945102155,0.983803034,NA
423,Venezuela,1b,52.49,36,2016,VEN,60,72.405,..,..,..,33.837287,7.460000038,14.4,39.4658331,0.901949286,0.457601577,0.890124679
424,Vietnam,6c,66.52,5,2016,VNM,53,75.172,168.9892386,172.7961167,6365.289485,301.9922082,1.850999951,26.7,47.79141307,0.876323581,0.894351125,0.799240172
425,Yemen,3b,48.09,50,2016,YEM,24.57920836,66.087,..,..,2827.691023,51.45786692,13.52400017,0,8.014006706,0.775407016,0.532964051,NA
426,Zambia,4a,27.18,127,2016,ZMB,25.50657885,62.464,67.07519233,33.66072827,3998.004435,22.0120085,7.372000217,18,48.11520279,0.76704663,0.811574519,0.770643592
427,Zimbabwe,4a,16.59,143,2016,ZWE,23.11998904,60.294,86.05472194,51.95182639,2687.385429,36.2682952,5.238999844,31.5,50.99675172,0.768425405,0.732971489,0.72361201
428,Iraq,3b,42.59,79,2016,IRQ,21.23,70.122,..,..,17828.39349,84.33142147,8.093000412,26.5,14.36856726,0.718956709,0.666160166,0.798866451
429,Serbia,7b,47.63,58,2016,SRB,67.05684137,75.68780488,767.1501314,553.4939145,15615.23211,80.70343014,15.25699997,34,44.10381817,0.894894958,0.614370823,0.889765203
